aootype,word,aookey,aooname,subsidiary_count,charity_count,income,expend
D,provide,89.0,HONDURAS,12,10,18530736.536986303,17081035.112328768
D,public,89.0,HONDURAS,92,56,20678296.019178085,19544781.761643834
D,relief,89.0,HONDURAS,41,27,653835.0575342465,267212.3178082192
D,relieve,89.0,HONDURAS,25,17,120723.00273972603,104937.37260273974
D,advance,91.0,HUNGARY,68,58,352469.2904109589,258276.95068493154
D,advancement,91.0,HUNGARY,42,32,697692.109589041,272596.8438356164
D,benefit,91.0,HUNGARY,91,74,9666693.515068492,7779558.630136985
D,charitys,91.0,HUNGARY,9,9,202935.0,117908.0
D,object,91.0,HUNGARY,12,12,,
D,objects,91.0,HUNGARY,59,41,977528.5671232876,514533.74520547944
D,prevention,91.0,HUNGARY,11,10,,
D,promote,91.0,HUNGARY,62,49,661509.6876712329,554022.5232876713
D,provide,91.0,HUNGARY,22,19,55489570.279452056,50745719.71506849
D,public,91.0,HUNGARY,124,77,1355380.2520547947,870311.8958904109
D,relief,91.0,HUNGARY,45,35,653835.0575342465,267212.3178082192
D,relieve,91.0,HUNGARY,32,23,120723.00273972603,104937.37260273974
D,advance,92.0,ICELAND,49,43,352469.2904109589,258276.95068493154
D,advancement,92.0,ICELAND,25,21,697692.109589041,272596.8438356164
D,benefit,92.0,ICELAND,69,60,1324183.6575342466,849648.0191780821
D,charitys,92.0,ICELAND,7,7,202935.0,117908.0
D,object,92.0,ICELAND,8,8,,
D,objects,92.0,ICELAND,50,34,977528.5671232876,514533.74520547944
D,prevention,92.0,ICELAND,10,9,,
D,promote,92.0,ICELAND,49,39,979353.4904109588,853705.2191780822
D,provide,92.0,ICELAND,13,11,98076205.03013699,92526766.61917809
D,public,92.0,ICELAND,95,62,1355380.2520547947,870311.8958904109
D,relief,92.0,ICELAND,33,24,3971390.8931506844,3734498.805479452
D,relieve,92.0,ICELAND,22,14,120723.00273972603,104937.37260273974
D,advance,93.0,INDIA,364,300,35038836.186301365,33915442.038356155
D,advancement,93.0,INDIA,277,215,23345202.42191781,23850915.246575344
D,benefit,93.0,INDIA,446,333,52601737.66849316,48981627.33972603
D,charitys,93.0,INDIA,38,35,308811.8328767123,157358.05479452055
D,object,93.0,INDIA,58,55,796689.0,3062341.0
D,objects,93.0,INDIA,295,202,5039254.120547946,5664350.347945204
D,prevention,93.0,INDIA,119,109,34999419.55890411,30958126.890410963
D,promote,93.0,INDIA,217,180,24302839.358904112,22317058.216438357
D,provide,93.0,INDIA,136,89,185842152.0438356,180603424.27123287
D,public,93.0,INDIA,487,337,39502870.21643836,36716007.72054794
D,relief,93.0,INDIA,435,320,10887476.284931505,13487522.534246577
D,relieve,93.0,INDIA,239,196,125951.00273972603,108707.37260273974
D,advance,94.0,INDONESIA,74,66,20033905.454794522,19261858.389041096
D,advancement,94.0,INDONESIA,60,44,3389971.736986301,4203847.704109589
D,benefit,94.0,INDONESIA,134,97,16751307.493150683,16766708.909589045
D,charitys,94.0,INDONESIA,9,8,202935.0,117908.0
D,object,94.0,INDONESIA,14,13,,
D,objects,94.0,INDONESIA,88,63,4744685.279452055,5459737.101369862
D,prevention,94.0,INDONESIA,32,27,11897.65479452055,4534.27397260274
D,promote,94.0,INDONESIA,74,59,8789896.65479452,7069402.482191781
D,provide,94.0,INDONESIA,56,23,90813994.15890412,87549382.75068493
D,public,94.0,INDONESIA,155,95,28847359.58082192,26089590.597260274
D,relief,94.0,INDONESIA,92,63,665732.712328767,271746.5917808219
D,relieve,94.0,INDONESIA,47,34,120723.00273972603,104937.37260273974
D,advance,95.0,IRAN,47,40,271746.2876712329,177940.5780821918
D,advancement,95.0,IRAN,30,25,840114.315068493,428183.4520547945
D,benefit,95.0,IRAN,69,59,1385882.8602739726,924898.2547945204
D,charitys,95.0,IRAN,7,7,202935.0,117908.0
D,object,95.0,IRAN,11,10,,
D,objects,95.0,IRAN,50,34,896805.5643835616,434197.3726027397
D,prevention,95.0,IRAN,14,13,11897.65479452055,4534.27397260274
D,promote,95.0,IRAN,48,37,549590.0904109589,453022.27397260274
D,provide,95.0,IRAN,13,11,384736.53698630136,216035.11232876714
D,public,95.0,IRAN,96,61,1068039.0575342467,625215.5589041095
D,relief,95.0,IRAN,49,35,665732.712328767,271746.5917808219
D,relieve,95.0,IRAN,24,17,40000.0,24601.0
D,advance,96.0,IRAQ,59,51,289522.74246575346,195188.32602739727
D,advancement,96.0,IRAQ,41,32,697692.109589041,272596.8438356164
D,benefit,96.0,IRAQ,88,74,275289694.6767123,259475369.84931508
D,charitys,96.0,IRAQ,9,8,202935.0,117908.0
D,object,96.0,IRAQ,20,17,274346301.36986303,258988493.15068492
D,objects,96.0,IRAQ,73,53,896805.5643835616,434197.3726027397
D,prevention,96.0,IRAQ,30,25,11897.65479452055,4534.27397260274
D,promote,96.0,IRAQ,55,42,231746.2876712329,153339.5780821918
D,provide,96.0,IRAQ,25,21,292877037.9068493,276069528.2630137
D,public,96.0,IRAQ,118,77,943393.3068493151,486876.698630137
D,relief,96.0,IRAQ,99,69,275012034.08219177,259260239.74246573
D,relieve,96.0,IRAQ,55,41,274386301.36986303,259013094.15068492
D,advance,97.0,ISRAEL,117,101,20387428.194520548,19581192.01917808
D,advancement,97.0,ISRAEL,149,114,6971702.887671233,6991526.531506849
D,benefit,97.0,ISRAEL,148,121,18231030.87945206,14703636.161643837
D,charitys,97.0,ISRAEL,10,10,202935.0,117908.0
D,object,97.0,ISRAEL,28,27,5679572.778082192,6629645.687671233
D,objects,97.0,ISRAEL,111,79,1141548.5671232878,682901.7452054794
D,prevention,97.0,ISRAEL,30,26,11897.65479452055,4534.27397260274
D,promote,97.0,ISRAEL,118,91,9636916.052054795,7956397.05479452
D,provide,97.0,ISRAEL,47,29,120620861.16164383,113751987.57260273
D,public,97.0,ISRAEL,179,115,30357765.972602744,27540328.169863015
D,relief,97.0,ISRAEL,139,108,1672558.706849315,1242534.591780822
D,relieve,97.0,ISRAEL,59,46,130407.00273972603,111319.37260273974
D,advance,98.0,ITALY,125,109,24642306.96712329,23477585.64109589
D,advancement,98.0,ITALY,79,61,8007853.249315069,8428339.956164384
D,benefit,98.0,ITALY,144,124,68410980.27123289,68335725.70684932
D,charitys,98.0,ITALY,13,13,202935.0,117908.0
D,object,98.0,ITALY,28,27,,
D,objects,98.0,ITALY,108,75,977528.5671232876,514533.74520547944
D,prevention,98.0,ITALY,21,19,34961950.68493151,30937008.219178084
D,promote,98.0,ITALY,97,82,5617711.002739726,5097822.471232876
D,provide,98.0,ITALY,43,29,145300445.1068493,139068748.03287673
D,public,98.0,ITALY,234,146,21047812.41643836,19884753.334246576
D,relief,98.0,ITALY,70,55,59568128.60273973,60021440.35068493
D,relieve,98.0,ITALY,39,29,120723.00273972603,104937.37260273974
D,advance,99.0,IVORY COAST,61,50,271746.2876712329,177940.5780821918
D,advancement,99.0,IVORY COAST,47,36,697692.109589041,272596.8438356164
D,benefit,99.0,IVORY COAST,82,69,277925918.22191775,264628122.10136986
D,charitys,99.0,IVORY COAST,8,8,202935.0,117908.0
D,object,99.0,IVORY COAST,13,13,274346301.36986303,258988493.15068492
D,objects,99.0,IVORY COAST,65,46,940762.5643835616,489989.3726027397
D,prevention,99.0,IVORY COAST,26,23,55854.65479452055,60326.27397260274
D,promote,99.0,IVORY COAST,59,43,2885746.287671233,5323339.578082192
D,provide,99.0,IVORY COAST,24,18,292877037.9068493,276069528.2630137
D,public,99.0,IVORY COAST,112,73,3579616.8520547943,5639628.950684931
D,relief,99.0,IVORY COAST,82,56,275055991.08219177,259316031.74246573
D,relieve,99.0,IVORY COAST,37,27,274386301.36986303,259013094.15068492
D,advance,100.0,JAMAICA,70,56,20024425.454794522,19253093.389041096
D,advancement,100.0,JAMAICA,46,44,697692.109589041,272596.8438356164
D,benefit,100.0,JAMAICA,81,66,18936985.838356167,16021842.16712329
D,charitys,100.0,JAMAICA,7,7,202935.0,117908.0
D,object,100.0,JAMAICA,14,13,,
D,objects,100.0,JAMAICA,64,44,977528.5671232876,514533.74520547944
D,prevention,100.0,JAMAICA,15,14,34961950.68493151,30937008.219178084
D,promote,100.0,JAMAICA,53,41,312469.2904109589,233675.95068493154
D,provide,100.0,JAMAICA,29,25,54995973.31506849,53367021.3369863
D,public,100.0,JAMAICA,99,65,21685122.013698634,20515569.761643834
D,relief,100.0,JAMAICA,59,43,4395167.901369863,6834604.153424658
D,relieve,100.0,JAMAICA,39,28,120723.00273972603,104937.37260273974
D,advance,101.0,JAPAN,74,58,30200038.473972604,28812928.106849317
D,advancement,101.0,JAPAN,42,33,8007853.249315069,8428339.956164384
D,benefit,101.0,JAPAN,93,74,15041498.726027397,12721034.320547948
D,charitys,101.0,JAPAN,6,6,202935.0,117908.0
D,object,101.0,JAPAN,13,13,,
D,objects,101.0,JAPAN,65,41,977528.5671232876,514533.74520547944
D,prevention,101.0,JAPAN,17,15,,
D,promote,101.0,JAPAN,67,51,13407778.167123288,11293894.734246576
D,provide,101.0,JAPAN,41,16,138930643.5616438,132898905.15068494
D,public,101.0,JAPAN,138,82,34395611.08767123,31416168.0630137
D,relief,101.0,JAPAN,44,32,653835.0575342465,267212.3178082192
D,relieve,101.0,JAPAN,30,21,120723.00273972603,104937.37260273974
D,advance,103.0,JORDAN,55,49,20024425.454794522,19253093.389041096
D,advancement,103.0,JORDAN,49,40,697692.109589041,272596.8438356164
D,benefit,103.0,JORDAN,99,75,9165923.416438356,7086009.158904109
D,charitys,103.0,JORDAN,9,9,202935.0,117908.0
D,object,103.0,JORDAN,13,13,,
D,objects,103.0,JORDAN,77,56,977528.5671232876,514533.74520547944
D,prevention,103.0,JORDAN,30,25,11897.65479452055,4534.27397260274
D,promote,103.0,JORDAN,54,42,8472052.852054795,6769719.78630137
D,provide,103.0,JORDAN,40,21,80840555.7150685,76097900.86575343
D,public,103.0,JORDAN,132,85,28837879.58082192,26080825.597260274
D,relief,103.0,JORDAN,94,64,665732.712328767,271746.5917808219
D,relieve,103.0,JORDAN,46,36,130407.00273972603,111319.37260273974
D,advance,104.0,KAZAKHSTAN,42,34,404832.3589041096,283878.23287671234
D,advancement,104.0,KAZAKHSTAN,25,22,3532393.942465753,4359434.312328767
D,benefit,104.0,KAZAKHSTAN,56,49,1148762.0602739728,705551.9315068492
D,charitys,104.0,KAZAKHSTAN,6,6,202935.0,117908.0
D,object,104.0,KAZAKHSTAN,10,9,,
D,objects,104.0,KAZAKHSTAN,52,36,1029891.6356164383,540135.0273972603
D,prevention,104.0,KAZAKHSTAN,13,11,11897.65479452055,4534.27397260274
D,promote,104.0,KAZAKHSTAN,48,35,312469.2904109589,233675.95068493154
D,provide,104.0,KAZAKHSTAN,21,12,76620824.38356166,73882039.39726028
D,public,104.0,KAZAKHSTAN,84,50,1201125.1287671234,731153.2136986301
D,relief,104.0,KAZAKHSTAN,44,29,665732.712328767,271746.5917808219
D,relieve,104.0,KAZAKHSTAN,25,17,173086.0712328767,130538.65479452055
D,advance,105.0,KENYA,251,210,4978722.021917808,4482794.6
D,advancement,105.0,KENYA,236,166,23939784.915068496,26679650.67123288
D,benefit,105.0,KENYA,367,270,304654681.249315,288969975.10136986
D,charitys,105.0,KENYA,24,24,202935.0,117908.0
D,object,105.0,KENYA,63,60,274346301.36986303,258988493.15068492
D,objects,105.0,KENYA,204,146,1003629.7863013698,529730.1424657535
D,prevention,105.0,KENYA,87,75,34999949.55890411,30956738.890410963
D,promote,105.0,KENYA,184,149,16061778.167123288,16463894.734246576
D,provide,105.0,KENYA,103,68,391951761.59999996,372007102.4986301
D,public,105.0,KENYA,394,266,12852850.630136985,13241993.556164388
D,relief,105.0,KENYA,315,242,286055130.8301369,273337072.27123284
D,relieve,105.0,KENYA,177,144,274467024.37260276,259093430.52328765
D,advance,106.0,KIRIBATI,35,28,352469.2904109589,258276.95068493154
D,advancement,106.0,KIRIBATI,17,16,697692.109589041,272596.8438356164
D,benefit,106.0,KIRIBATI,54,43,3733846.704109589,6139609.158904109
D,charitys,106.0,KIRIBATI,6,6,202935.0,117908.0
D,object,106.0,KIRIBATI,8,8,,
D,objects,106.0,KIRIBATI,48,32,977528.5671232876,514533.74520547944
D,prevention,106.0,KIRIBATI,8,7,,
D,promote,106.0,KIRIBATI,39,29,312469.2904109589,233675.95068493154
D,provide,106.0,KIRIBATI,11,9,3112243.38630137,5805678.9479452055
D,public,106.0,KIRIBATI,72,41,1006339.8547945205,549965.3232876712
D,relief,106.0,KIRIBATI,37,25,3381341.906849315,5856856.153424658
D,relieve,106.0,KIRIBATI,21,14,120723.00273972603,104937.37260273974
D,advance,107.0,KUWAIT,40,34,20024425.454794522,19253093.389041096
D,advancement,107.0,KUWAIT,27,23,697692.109589041,272596.8438356164
D,benefit,107.0,KUWAIT,68,55,1006339.8547945205,549965.3232876712
D,charitys,107.0,KUWAIT,5,5,202935.0,117908.0
D,object,107.0,KUWAIT,11,10,,
D,objects,107.0,KUWAIT,56,37,977528.5671232876,514533.74520547944
D,prevention,107.0,KUWAIT,16,14,,
D,promote,107.0,KUWAIT,49,37,312469.2904109589,233675.95068493154
D,provide,107.0,KUWAIT,15,13,72680972.15342467,69561857.03013699
D,public,107.0,KUWAIT,101,56,20678296.019178085,19544781.761643834
D,relief,107.0,KUWAIT,38,28,653835.0575342465,267212.3178082192
D,relieve,107.0,KUWAIT,30,20,120723.00273972603,104937.37260273974
D,advance,108.0,KYRGYZSTAN,34,28,352469.2904109589,258276.95068493154
D,advancement,108.0,KYRGYZSTAN,26,22,842539.2191780821,428957.04109589034
D,benefit,108.0,KYRGYZSTAN,53,47,1148762.0602739728,705551.9315068492
D,charitys,108.0,KYRGYZSTAN,7,6,202935.0,117908.0
D,object,108.0,KYRGYZSTAN,9,9,,
D,objects,108.0,KYRGYZSTAN,50,32,977528.5671232876,514533.74520547944
D,prevention,108.0,KYRGYZSTAN,11,10,,
D,promote,108.0,KYRGYZSTAN,45,34,312469.2904109589,233675.95068493154
D,provide,108.0,KYRGYZSTAN,14,12,18530736.536986303,17081035.112328768
D,public,108.0,KYRGYZSTAN,79,49,1148762.0602739728,705551.9315068492
D,relief,108.0,KYRGYZSTAN,39,28,653835.0575342465,267212.3178082192
D,relieve,108.0,KYRGYZSTAN,24,16,120723.00273972603,104937.37260273974
D,advance,109.0,LAOS,43,37,352469.2904109589,258276.95068493154
D,advancement,109.0,LAOS,28,23,697692.109589041,272596.8438356164
D,benefit,109.0,LAOS,64,57,1006339.8547945205,549965.3232876712
D,charitys,109.0,LAOS,5,5,202935.0,117908.0
D,object,109.0,LAOS,14,13,,
D,objects,109.0,LAOS,49,36,977528.5671232876,514533.74520547944
D,prevention,109.0,LAOS,14,13,,
D,promote,109.0,LAOS,48,38,312469.2904109589,233675.95068493154
D,provide,109.0,LAOS,12,10,18530736.536986303,17081035.112328768
D,public,109.0,LAOS,92,58,1006339.8547945205,549965.3232876712
D,relief,109.0,LAOS,45,36,653835.0575342465,267212.3178082192
D,relieve,109.0,LAOS,30,22,120723.00273972603,104937.37260273974
D,advance,110.0,LATVIA,57,50,352469.2904109589,258276.95068493154
D,advancement,110.0,LATVIA,31,26,697692.109589041,272596.8438356164
D,benefit,110.0,LATVIA,70,62,1324183.6575342466,849648.0191780821
D,charitys,110.0,LATVIA,8,8,202935.0,117908.0
D,object,110.0,LATVIA,9,9,,
D,objects,110.0,LATVIA,56,36,977528.5671232876,514533.74520547944
D,prevention,110.0,LATVIA,12,11,,
D,promote,110.0,LATVIA,52,41,630313.0931506848,533358.6465753425
D,provide,110.0,LATVIA,15,12,22200968.482191782,20442484.361643836
D,public,110.0,LATVIA,102,66,1006339.8547945205,549965.3232876712
D,relief,110.0,LATVIA,36,27,653835.0575342465,267212.3178082192
D,relieve,110.0,LATVIA,28,18,120723.00273972603,104937.37260273974
D,advance,111.0,LEBANON,56,49,271746.2876712329,177940.5780821918
D,advancement,111.0,LEBANON,41,36,697692.109589041,272596.8438356164
D,benefit,111.0,LEBANON,107,80,300602188.9178082,277340543.94520545
D,charitys,111.0,LEBANON,9,9,202935.0,117908.0
D,object,111.0,LEBANON,14,14,274346301.36986303,258988493.15068492
D,objects,111.0,LEBANON,81,56,896805.5643835616,434197.3726027397
D,prevention,111.0,LEBANON,31,27,11897.65479452055,4534.27397260274
D,promote,111.0,LEBANON,54,43,8391329.84931507,6689383.41369863
D,provide,111.0,LEBANON,41,21,309619865.12876713,289755148.40547943
D,public,111.0,LEBANON,134,81,9085200.41369863,7005672.78630137
D,relief,111.0,LEBANON,97,64,275012034.08219177,259260239.74246573
D,relieve,111.0,LEBANON,46,37,274386301.36986303,259013094.15068492
D,advance,112.0,LESOTHO,54,44,352469.2904109589,258276.95068493154
D,advancement,112.0,LESOTHO,44,34,4662798.95890411,4306514.652054794
D,benefit,112.0,LESOTHO,97,71,291776013.3972602,277651159.8191781
D,charitys,112.0,LESOTHO,8,8,202935.0,117908.0
D,object,112.0,LESOTHO,9,9,274346301.36986303,258988493.15068492
D,objects,112.0,LESOTHO,65,45,977528.5671232876,514533.74520547944
D,prevention,112.0,LESOTHO,17,16,34961950.68493151,30937008.219178084
D,promote,112.0,LESOTHO,61,43,2966469.290410959,5403675.950684931
D,provide,112.0,LESOTHO,27,19,299569651.6054794,285693089.9068493
D,public,112.0,LESOTHO,104,65,3660339.8547945204,5719965.3232876705
D,relief,112.0,LESOTHO,56,43,281692750.12602735,268879267.11232877
D,relieve,112.0,LESOTHO,39,27,274467024.37260276,259093430.52328765
D,advance,113.0,LIBERIA,70,57,271746.2876712329,177940.5780821918
D,advancement,113.0,LIBERIA,43,33,697692.109589041,272596.8438356164
D,benefit,113.0,LIBERIA,106,78,281683594.93424654,269564560.45753425
D,charitys,113.0,LIBERIA,10,10,202935.0,117908.0
D,object,113.0,LIBERIA,15,15,274346301.36986303,258988493.15068492
D,objects,113.0,LIBERIA,75,51,4654482.276712329,5370635.728767123
D,prevention,113.0,LIBERIA,26,23,11897.65479452055,4534.27397260274
D,promote,113.0,LIBERIA,76,53,2885746.287671233,5323339.578082192
D,provide,113.0,LIBERIA,35,22,296634714.6191781,281005966.6191781
D,public,113.0,LIBERIA,136,80,3579616.8520547943,5639628.950684931
D,relief,113.0,LIBERIA,76,54,275012034.08219177,259260239.74246573
D,relieve,113.0,LIBERIA,54,40,274386301.36986303,259013094.15068492
D,advance,114.0,LIBYA,41,33,276746.2876712329,178114.5780821918
D,advancement,114.0,LIBYA,28,22,697692.109589041,272596.8438356164
D,benefit,114.0,LIBYA,62,52,2794751.602739726,2330025.449315069
D,charitys,114.0,LIBYA,9,9,2067069.7506849316,1978130.498630137
D,object,114.0,LIBYA,10,10,,
D,objects,114.0,LIBYA,55,39,896805.5643835616,434197.3726027397
D,prevention,114.0,LIBYA,21,19,1876032.405479452,1864756.7726027397
D,promote,114.0,LIBYA,51,37,2100881.0383561645,2013736.0767123287
D,provide,114.0,LIBYA,18,13,384736.53698630136,216035.11232876714
D,public,114.0,LIBYA,87,53,2794751.602739726,2330025.449315069
D,relief,114.0,LIBYA,54,37,665732.712328767,271746.5917808219
D,relieve,114.0,LIBYA,35,25,40000.0,24601.0
D,advance,115.0,LIECHTENSTEIN,44,37,352469.2904109589,258276.95068493154
D,advancement,115.0,LIECHTENSTEIN,21,18,697692.109589041,272596.8438356164
D,benefit,115.0,LIECHTENSTEIN,56,48,1006339.8547945205,549965.3232876712
D,charitys,115.0,LIECHTENSTEIN,6,6,202935.0,117908.0
D,object,115.0,LIECHTENSTEIN,8,8,,
D,objects,115.0,LIECHTENSTEIN,46,31,977528.5671232876,514533.74520547944
D,prevention,115.0,LIECHTENSTEIN,8,7,,
D,promote,115.0,LIECHTENSTEIN,42,32,312469.2904109589,233675.95068493154
D,provide,115.0,LIECHTENSTEIN,10,8,384736.53698630136,216035.11232876714
D,public,115.0,LIECHTENSTEIN,85,51,1006339.8547945205,549965.3232876712
D,relief,115.0,LIECHTENSTEIN,31,23,653835.0575342465,267212.3178082192
D,relieve,115.0,LIECHTENSTEIN,21,13,120723.00273972603,104937.37260273974
D,advance,116.0,LITHUANIA,56,49,352469.2904109589,258276.95068493154
D,advancement,116.0,LITHUANIA,30,25,697692.109589041,272596.8438356164
D,benefit,116.0,LITHUANIA,72,62,1006339.8547945205,549965.3232876712
D,charitys,116.0,LITHUANIA,8,8,202935.0,117908.0
D,object,116.0,LITHUANIA,9,9,,
D,objects,116.0,LITHUANIA,59,38,977528.5671232876,514533.74520547944
D,prevention,116.0,LITHUANIA,12,11,,
D,promote,116.0,LITHUANIA,54,43,661509.6876712329,554022.5232876713
D,provide,116.0,LITHUANIA,12,10,18530736.536986303,17081035.112328768
D,public,116.0,LITHUANIA,111,66,1355380.2520547947,870311.8958904109
D,relief,116.0,LITHUANIA,39,30,653835.0575342465,267212.3178082192
D,relieve,116.0,LITHUANIA,30,20,120723.00273972603,104937.37260273974
D,advance,117.0,LUXEMBOURG,58,50,20024425.454794522,19253093.389041096
D,advancement,117.0,LUXEMBOURG,32,25,697692.109589041,272596.8438356164
D,benefit,117.0,LUXEMBOURG,75,65,1324183.6575342466,849648.0191780821
D,charitys,117.0,LUXEMBOURG,6,6,202935.0,117908.0
D,object,117.0,LUXEMBOURG,13,12,,
D,objects,117.0,LUXEMBOURG,55,36,977528.5671232876,514533.74520547944
D,prevention,117.0,LUXEMBOURG,11,10,,
D,promote,117.0,LUXEMBOURG,55,44,979353.4904109588,853705.2191780822
D,provide,117.0,LUXEMBOURG,13,11,54534972.15342466,52696857.03013699
D,public,117.0,LUXEMBOURG,116,69,21027336.41643836,19865128.334246576
D,relief,117.0,LUXEMBOURG,38,29,653835.0575342465,267212.3178082192
D,relieve,117.0,LUXEMBOURG,22,14,120723.00273972603,104937.37260273974
D,advance,119.0,MACEDONIA,53,46,352469.2904109589,258276.95068493154
D,advancement,119.0,MACEDONIA,31,26,697692.109589041,272596.8438356164
D,benefit,119.0,MACEDONIA,73,64,1006339.8547945205,549965.3232876712
D,charitys,119.0,MACEDONIA,7,7,202935.0,117908.0
D,object,119.0,MACEDONIA,10,10,,
D,objects,119.0,MACEDONIA,62,41,977528.5671232876,514533.74520547944
D,prevention,119.0,MACEDONIA,16,14,,
D,promote,119.0,MACEDONIA,51,39,312469.2904109589,233675.95068493154
D,provide,119.0,MACEDONIA,14,12,18530736.536986303,17081035.112328768
D,public,119.0,MACEDONIA,109,67,1006339.8547945205,549965.3232876712
D,relief,119.0,MACEDONIA,50,36,653835.0575342465,267212.3178082192
D,relieve,119.0,MACEDONIA,34,26,120723.00273972603,104937.37260273974
D,advance,120.0,MADAGASCAR,60,48,352469.2904109589,258276.95068493154
D,advancement,120.0,MADAGASCAR,45,34,4662798.95890411,4306514.652054794
D,benefit,120.0,MADAGASCAR,114,77,19542706.978082195,21226365.32328767
D,charitys,120.0,MADAGASCAR,9,9,202935.0,117908.0
D,object,120.0,MADAGASCAR,14,14,790862.0,3056645.0
D,objects,120.0,MADAGASCAR,70,49,4735205.279452055,5450972.101369862
D,prevention,120.0,MADAGASCAR,23,22,,
D,promote,120.0,MADAGASCAR,70,50,11126052.852054793,11939719.786301373
D,provide,120.0,MADAGASCAR,49,19,89810911.87945205,85457188.5369863
D,public,120.0,MADAGASCAR,123,76,11819923.416438354,12256009.158904113
D,relief,120.0,MADAGASCAR,69,51,4618941.906849315,4301130.126027397
D,relieve,120.0,MADAGASCAR,42,29,120723.00273972603,104937.37260273974
D,advance,122.0,MALAWI,111,91,352469.2904109589,258276.95068493154
D,advancement,122.0,MALAWI,79,65,4662798.95890411,4306514.652054794
D,benefit,122.0,MALAWI,156,120,17290692.830136992,18375866.36438356
D,charitys,122.0,MALAWI,15,15,202935.0,117908.0
D,object,122.0,MALAWI,21,21,16675.0,20617.0
D,objects,122.0,MALAWI,96,70,977528.5671232876,514533.74520547944
D,prevention,122.0,MALAWI,39,36,34990523.33972603,30962159.49315069
D,promote,122.0,MALAWI,98,73,3284313.093150685,5703358.646575342
D,provide,122.0,MALAWI,52,37,81644659.44931507,80565755.18082193
D,public,122.0,MALAWI,182,123,4667165.849315068,6690753.3232876705
D,relief,122.0,MALAWI,143,107,8381847.405479453,10886713.23561644
D,relieve,122.0,MALAWI,78,61,120723.00273972603,104937.37260273974
D,advance,123.0,MALAYSIA,71,57,24642306.96712329,23477585.64109589
D,advancement,123.0,MALAYSIA,54,42,8007853.249315069,8428339.956164384
D,benefit,123.0,MALAYSIA,124,88,23663171.810958907,20762367.745205477
D,charitys,123.0,MALAYSIA,7,7,202935.0,117908.0
D,object,123.0,MALAYSIA,15,14,,
D,objects,123.0,MALAYSIA,74,51,977528.5671232876,514533.74520547944
D,prevention,123.0,MALAYSIA,24,21,11897.65479452055,4534.27397260274
D,promote,123.0,MALAYSIA,71,55,13407778.167123288,11293894.734246576
D,provide,123.0,MALAYSIA,51,25,166812636.67945203,162035315.06849316
D,public,123.0,MALAYSIA,149,87,29844705.57534247,27051613.597260274
D,relief,123.0,MALAYSIA,71,48,12960364.252054796,14771566.920547947
D,relieve,123.0,MALAYSIA,36,27,120723.00273972603,104937.37260273974
D,advance,124.0,MALDIVES,38,31,352469.2904109589,258276.95068493154
D,advancement,124.0,MALDIVES,19,18,697692.109589041,272596.8438356164
D,benefit,124.0,MALDIVES,64,52,3733846.704109589,6139609.158904109
D,charitys,124.0,MALDIVES,7,7,202935.0,117908.0
D,object,124.0,MALDIVES,9,9,,
D,objects,124.0,MALDIVES,51,35,977528.5671232876,514533.74520547944
D,prevention,124.0,MALDIVES,11,10,,
D,promote,124.0,MALDIVES,44,33,312469.2904109589,233675.95068493154
D,provide,124.0,MALDIVES,14,12,3112243.38630137,5805678.9479452055
D,public,124.0,MALDIVES,88,51,1006339.8547945205,549965.3232876712
D,relief,124.0,MALDIVES,38,27,3381341.906849315,5856856.153424658
D,relieve,124.0,MALDIVES,27,19,120723.00273972603,104937.37260273974
D,advance,125.0,MALI,48,40,352469.2904109589,258276.95068493154
D,advancement,125.0,MALI,44,31,697692.109589041,272596.8438356164
D,benefit,125.0,MALI,80,66,3660339.8547945204,5719965.3232876705
D,charitys,125.0,MALI,8,8,202935.0,117908.0
D,object,125.0,MALI,14,12,,
D,objects,125.0,MALI,69,48,1021485.5671232876,570325.7452054794
D,prevention,125.0,MALI,29,24,55854.65479452055,60326.27397260274
D,promote,125.0,MALI,62,44,2966469.290410959,5403675.950684931
D,provide,125.0,MALI,21,17,73928544.75616439,69950788.5369863
D,public,125.0,MALI,103,67,3660339.8547945204,5719965.3232876705
D,relief,125.0,MALI,78,51,709689.712328767,327538.5917808219
D,relieve,125.0,MALI,39,27,120723.00273972603,104937.37260273974
D,advance,126.0,MALTA,62,52,36333425.45479452,34923093.38904109
D,advancement,126.0,MALTA,37,31,3389971.736986301,4203847.704109589
D,benefit,126.0,MALTA,103,69,46215800.810958914,43476394.74520548
D,charitys,126.0,MALTA,8,8,202935.0,117908.0
D,object,126.0,MALTA,13,13,,
D,objects,126.0,MALTA,59,41,2599672.5671232874,2565450.7452054797
D,prevention,126.0,MALTA,11,10,,
D,promote,126.0,MALTA,57,45,25447937.0520548,23059749.054794524
D,provide,126.0,MALTA,46,21,116036313.46027398,114158671.64383562
D,public,126.0,MALTA,111,70,46502745.97260274,43041960.16986301
D,relief,126.0,MALTA,47,34,30258352.7369863,33008957.64109589
D,relieve,126.0,MALTA,24,16,120723.00273972603,104937.37260273974
D,advance,127.0,MARSHALL ISLANDS,34,28,352469.2904109589,258276.95068493154
D,advancement,127.0,MARSHALL ISLANDS,16,15,697692.109589041,272596.8438356164
D,benefit,127.0,MARSHALL ISLANDS,48,40,1006339.8547945205,549965.3232876712
D,charitys,127.0,MARSHALL ISLANDS,5,5,202935.0,117908.0
D,object,127.0,MARSHALL ISLANDS,7,7,,
