aootype,word,aookey,aooname,subsidiary_count,charity_count,income,expend
B,provision,51.0,LIVERPOOL CITY,293,201,16773125.49041096,16486711.671232877
B,public,51.0,LIVERPOOL CITY,280,181,15798721.33150685,15872569.06849315
B,purchase,51.0,LIVERPOOL CITY,8,5,,
B,purpose,51.0,LIVERPOOL CITY,100,63,16131936.42739726,16115915.649315068
B,purposes,51.0,LIVERPOOL CITY,159,102,3029142.309589041,3514119.7150684935
B,recreation,51.0,LIVERPOOL CITY,97,95,,
B,relief,51.0,LIVERPOOL CITY,167,140,622243.3835616438,598797.8520547946
B,relieve,51.0,LIVERPOOL CITY,125,109,8060.0,7760.0
B,relieving,51.0,LIVERPOOL CITY,15,13,,
B,safeguard,51.0,LIVERPOOL CITY,3,3,,
B,see,51.0,LIVERPOOL CITY,59,33,215310.4876712329,355141.33698630135
B,support,51.0,LIVERPOOL CITY,99,86,867083.4246575342,777610.1150684932
B,towards,51.0,LIVERPOOL CITY,24,21,15693899.890410958,15594798.147945205
B,townswomens,51.0,LIVERPOOL CITY,3,3,,
B,trustees,51.0,LIVERPOOL CITY,74,62,232455.5287671233,170634.54246575342
B,unit,51.0,LIVERPOOL CITY,10,8,271000.0,151000.0
B,work,51.0,LIVERPOOL CITY,48,45,284654.9808219178,399100.5698630137
B,works,51.0,LIVERPOOL CITY,9,8,,
B,advance,52.0,SEFTON,175,138,0.0,0.0
B,advancement,52.0,SEFTON,66,60,15954823.57260274,15740155.649315068
B,apply,52.0,SEFTON,8,8,15683823.57260274,15589155.649315068
B,assist,52.0,SEFTON,40,37,,
B,benefit,52.0,SEFTON,199,135,4153646.706849315,4179789.9369863016
B,charitable,52.0,SEFTON,168,119,290727.0,170200.0
B,charitys,52.0,SEFTON,4,4,,
B,educate,52.0,SEFTON,14,14,,
B,education,52.0,SEFTON,271,202,15988054.279452054,15783130.58630137
B,enable,52.0,SEFTON,28,26,15683823.57260274,15589155.649315068
B,enhance,52.0,SEFTON,14,14,,
B,establish,52.0,SEFTON,9,9,,
B,general,52.0,SEFTON,37,33,19727.0,19200.0
B,help,52.0,SEFTON,22,21,0.0,0.0
B,improve,52.0,SEFTON,10,10,,
B,income,52.0,SEFTON,68,19,16996418.542465754,16696069.676712329
B,instruction,52.0,SEFTON,3,3,33230.706849315065,42974.93698630137
B,maintenance,52.0,SEFTON,18,17,4133893.706849315,4160589.9369863016
B,object,52.0,SEFTON,43,41,,
B,objects,52.0,SEFTON,65,57,0.0,0.0
B,pay,52.0,SEFTON,5,5,15683823.57260274,15589155.649315068
B,poor,52.0,SEFTON,54,32,52983.706849315065,62174.93698630137
B,preservation,52.0,SEFTON,21,20,,
B,preserve,52.0,SEFTON,16,16,,
B,prevention,52.0,SEFTON,11,10,,
B,promote,52.0,SEFTON,131,108,,
B,promoting,52.0,SEFTON,25,25,271000.0,151000.0
B,promotion,52.0,SEFTON,29,29,,
B,provide,52.0,SEFTON,75,69,15683823.57260274,15589155.649315068
B,providing,52.0,SEFTON,68,53,4100663.0,4117615.0
B,provision,52.0,SEFTON,180,134,15954823.57260274,15740155.649315068
B,public,52.0,SEFTON,200,122,15720931.57260274,15621707.649315068
B,purchase,52.0,SEFTON,4,4,,
B,purpose,52.0,SEFTON,67,39,15954823.57260274,15740155.649315068
B,purposes,52.0,SEFTON,108,71,300750.46301369864,175842.49863013698
B,recreation,52.0,SEFTON,59,56,,
B,relief,52.0,SEFTON,119,106,290727.0,170200.0
B,relieve,52.0,SEFTON,70,64,0.0,0.0
B,relieving,52.0,SEFTON,8,7,,
B,see,52.0,SEFTON,22,22,,
B,support,52.0,SEFTON,57,52,271000.0,151000.0
B,towards,52.0,SEFTON,19,17,15693847.035616439,15594798.147945205
B,trustees,52.0,SEFTON,55,48,0.0,0.0
B,unit,52.0,SEFTON,5,3,271000.0,151000.0
B,work,52.0,SEFTON,27,26,,
B,advance,53.0,ST HELENS,148,122,239913.68767123288,176672.1315068493
B,advancement,53.0,ST HELENS,53,49,16179219.101369863,15903030.191780822
B,apply,53.0,ST HELENS,6,6,15683823.57260274,15589155.649315068
B,assist,53.0,ST HELENS,27,26,,
B,benefit,53.0,ST HELENS,164,117,277947.64109589043,301859.45479452057
B,charitable,53.0,ST HELENS,147,97,745548.5287671234,590419.5424657534
B,charitys,53.0,ST HELENS,4,4,,
B,educate,53.0,ST HELENS,10,10,,
B,education,53.0,ST HELENS,228,173,16194737.260273973,15916827.780821918
B,enable,53.0,ST HELENS,22,21,15683823.57260274,15589155.649315068
B,enhance,53.0,ST HELENS,12,12,,
B,establish,53.0,ST HELENS,8,8,,
B,general,53.0,ST HELENS,24,23,250153.0,276545.0
B,help,53.0,ST HELENS,25,23,0.0,0.0
B,improve,53.0,ST HELENS,16,16,,
B,income,53.0,ST HELENS,61,12,16996418.542465754,16696069.676712329
B,instruction,53.0,ST HELENS,3,3,,
B,maintenance,53.0,ST HELENS,16,16,224395.5287671233,162874.54246575342
B,object,53.0,ST HELENS,39,38,,
B,objects,53.0,ST HELENS,45,39,0.0,0.0
B,pay,53.0,ST HELENS,4,4,15683823.57260274,15589155.649315068
B,poor,53.0,ST HELENS,34,25,47521.641095890416,44514.45479452055
B,preservation,53.0,ST HELENS,14,14,,
B,preserve,53.0,ST HELENS,13,13,,
B,prevention,53.0,ST HELENS,10,10,,
B,promote,53.0,ST HELENS,111,95,,
B,promoting,53.0,ST HELENS,19,19,501426.0,408345.0
B,promotion,53.0,ST HELENS,29,28,,
B,provide,53.0,ST HELENS,64,58,15683823.57260274,15589155.649315068
B,providing,53.0,ST HELENS,52,40,245944.1589041096,271142.58904109587
B,provision,53.0,ST HELENS,172,130,16179219.101369863,15903030.191780822
B,public,53.0,ST HELENS,147,100,15720931.57260274,15621707.649315068
B,purchase,53.0,ST HELENS,3,3,230426.0,257345.0
B,purpose,53.0,ST HELENS,69,37,16185249.57260274,15997500.649315068
B,purposes,53.0,ST HELENS,93,57,773343.1698630138,615733.9972602739
B,recreation,53.0,ST HELENS,45,45,,
B,relief,53.0,ST HELENS,110,98,521153.0,427545.0
B,relieve,53.0,ST HELENS,68,65,0.0,0.0
B,relieving,53.0,ST HELENS,12,11,,
B,see,53.0,ST HELENS,12,12,,
B,support,53.0,ST HELENS,64,56,510913.6876712329,327672.13150684925
B,towards,53.0,ST HELENS,10,10,15683823.57260274,15589155.649315068
B,trustees,53.0,ST HELENS,46,38,224395.5287671233,162874.54246575342
B,work,53.0,ST HELENS,24,21,224395.5287671233,162874.54246575342
B,advance,54.0,WIRRAL,217,160,224395.5287671233,162874.54246575342
B,advancement,54.0,WIRRAL,63,57,16179219.101369863,15903030.191780822
B,apply,54.0,WIRRAL,6,6,15683823.57260274,15589155.649315068
B,assist,54.0,WIRRAL,48,46,37485.0,81914.0
B,benefit,54.0,WIRRAL,186,132,19933.945205479453,19200.0
B,charitable,54.0,WIRRAL,173,119,552420.5287671234,414988.5424657534
B,educate,54.0,WIRRAL,29,28,773000.0,3000.0
B,education,54.0,WIRRAL,319,223,16179406.101369863,15903030.191780822
B,enable,54.0,WIRRAL,38,37,15684010.57260274,15589155.649315068
B,enhance,54.0,WIRRAL,19,19,,
B,establish,54.0,WIRRAL,13,13,,
B,general,54.0,WIRRAL,34,32,19727.0,19200.0
B,help,54.0,WIRRAL,25,21,773000.0,3000.0
B,improve,54.0,WIRRAL,15,15,773000.0,3000.0
B,income,54.0,WIRRAL,72,23,16996418.542465754,16696069.676712329
B,instruction,54.0,WIRRAL,4,4,,
B,maintenance,54.0,WIRRAL,18,18,224395.5287671233,162874.54246575342
B,object,54.0,WIRRAL,48,46,,
B,objects,54.0,WIRRAL,54,47,0.0,0.0
B,pay,54.0,WIRRAL,4,4,15683823.57260274,15589155.649315068
B,poor,54.0,WIRRAL,66,42,19727.0,19200.0
B,preservation,54.0,WIRRAL,18,18,,
B,preserve,54.0,WIRRAL,18,18,,
B,prevention,54.0,WIRRAL,12,12,,
B,promote,54.0,WIRRAL,131,108,8448.0,11495.0
B,promoting,54.0,WIRRAL,36,36,1044000.0,154000.0
B,promotion,54.0,WIRRAL,32,31,,
B,provide,54.0,WIRRAL,105,89,15683823.57260274,15589155.649315068
B,providing,54.0,WIRRAL,72,58,0.0,0.0
B,provision,54.0,WIRRAL,207,159,16179406.101369863,15903030.191780822
B,public,54.0,WIRRAL,208,121,15720931.57260274,15621707.649315068
B,purchase,54.0,WIRRAL,22,7,,
B,purpose,54.0,WIRRAL,72,41,15992121.57260274,15822069.649315068
B,purposes,54.0,WIRRAL,112,76,552420.5287671234,414988.5424657534
B,recreation,54.0,WIRRAL,65,64,,
B,relief,54.0,WIRRAL,124,112,290727.0,170200.0
B,relieve,54.0,WIRRAL,87,80,0.0,0.0
B,relieving,54.0,WIRRAL,7,6,,
B,see,54.0,WIRRAL,17,17,,
B,support,54.0,WIRRAL,73,66,532693.5287671234,395788.5424657534
B,towards,54.0,WIRRAL,22,22,15683823.57260274,15589155.649315068
B,townswomens,54.0,WIRRAL,3,3,,
B,trustees,54.0,WIRRAL,55,44,224395.5287671233,162874.54246575342
B,unit,54.0,WIRRAL,9,6,271000.0,151000.0
B,work,54.0,WIRRAL,32,29,224395.5287671233,162874.54246575342
B,advance,55.0,BARNSLEY,123,108,,
B,advancement,55.0,BARNSLEY,54,50,,
B,apply,55.0,BARNSLEY,4,4,314436.0,265684.0
B,assist,55.0,BARNSLEY,28,24,,
B,benefit,55.0,BARNSLEY,188,124,44322.23561643836,34894.13698630137
B,charitable,55.0,BARNSLEY,116,80,314436.0,265684.0
B,charitys,55.0,BARNSLEY,4,4,,
B,educate,55.0,BARNSLEY,11,11,,
B,education,55.0,BARNSLEY,228,177,16373.0,9078.0
B,enable,55.0,BARNSLEY,21,20,,
B,enhance,55.0,BARNSLEY,13,13,,
B,establish,55.0,BARNSLEY,11,11,,
B,general,55.0,BARNSLEY,38,27,314436.0,265684.0
B,help,55.0,BARNSLEY,26,24,,
B,improve,55.0,BARNSLEY,23,22,,
B,income,55.0,BARNSLEY,10,9,314436.0,265684.0
B,instruction,55.0,BARNSLEY,3,3,,
B,main,55.0,BARNSLEY,13,13,,
B,maintenance,55.0,BARNSLEY,20,17,44322.23561643836,34894.13698630137
B,object,55.0,BARNSLEY,31,26,,
B,objects,55.0,BARNSLEY,68,47,,
B,poor,55.0,BARNSLEY,37,23,16373.0,9078.0
B,preservation,55.0,BARNSLEY,25,23,,
B,preserve,55.0,BARNSLEY,16,15,,
B,prevention,55.0,BARNSLEY,15,14,,
B,promote,55.0,BARNSLEY,97,75,,
B,promoting,55.0,BARNSLEY,20,16,,
B,promotion,55.0,BARNSLEY,40,31,,
B,provide,55.0,BARNSLEY,78,65,,
B,providing,55.0,BARNSLEY,62,52,44019.0,123961.0
B,provision,55.0,BARNSLEY,119,86,16373.0,9078.0
B,public,55.0,BARNSLEY,158,103,,
B,purchase,55.0,BARNSLEY,3,3,,
B,purpose,55.0,BARNSLEY,60,37,358455.0,389645.0
B,purposes,55.0,BARNSLEY,78,45,314436.0,265684.0
B,recreation,55.0,BARNSLEY,52,45,,
B,relief,55.0,BARNSLEY,82,64,16373.0,9078.0
B,relieve,55.0,BARNSLEY,49,46,,
B,relieving,55.0,BARNSLEY,7,7,44322.23561643836,34894.13698630137
B,safeguard,55.0,BARNSLEY,3,3,,
B,see,55.0,BARNSLEY,16,16,,
B,support,55.0,BARNSLEY,56,42,,
B,towards,55.0,BARNSLEY,4,4,44322.23561643836,34894.13698630137
B,trustees,55.0,BARNSLEY,34,31,314436.0,265684.0
B,work,55.0,BARNSLEY,25,22,,
B,advance,56.0,DONCASTER,149,124,5020.0,5008.0
B,advancement,56.0,DONCASTER,51,47,,
B,apply,56.0,DONCASTER,4,4,,
B,assist,56.0,DONCASTER,31,26,,
B,benefit,56.0,DONCASTER,193,124,85642.23561643835,65639.91780821918
B,charitable,56.0,DONCASTER,111,74,1489504.0,418691.0
B,charitys,56.0,DONCASTER,8,8,,
B,distribution,56.0,DONCASTER,3,3,,
B,educate,56.0,DONCASTER,16,15,,
B,education,56.0,DONCASTER,247,179,21393.0,14086.0
B,enable,56.0,DONCASTER,23,22,5020.0,5008.0
B,enhance,56.0,DONCASTER,18,18,,
B,establish,56.0,DONCASTER,8,8,,
B,general,56.0,DONCASTER,43,26,,
B,help,56.0,DONCASTER,26,24,,
B,improve,56.0,DONCASTER,24,23,5020.0,5008.0
B,income,56.0,DONCASTER,20,15,2183.0027397260274,2493.150684931507
B,main,56.0,DONCASTER,11,11,5020.0,5008.0
B,maintenance,56.0,DONCASTER,17,15,85642.23561643835,62648.13698630137
B,object,56.0,DONCASTER,35,30,,
B,objects,56.0,DONCASTER,61,38,,
B,payment,56.0,DONCASTER,4,4,,
B,poor,56.0,DONCASTER,74,32,16912.90684931507,9678.0
B,preservation,56.0,DONCASTER,23,21,,
B,preserve,56.0,DONCASTER,13,13,,
B,prevention,56.0,DONCASTER,25,21,,
B,promote,56.0,DONCASTER,92,76,,
B,promoting,56.0,DONCASTER,19,18,1489504.0,418691.0
B,promotion,56.0,DONCASTER,39,29,1489504.0,418691.0
B,provide,56.0,DONCASTER,86,70,,
B,providing,56.0,DONCASTER,64,55,,
B,provision,56.0,DONCASTER,136,97,1505877.0,427769.0
B,public,56.0,DONCASTER,167,103,5020.0,5008.0
B,purchase,56.0,DONCASTER,4,4,506.0,600.0
B,purpose,56.0,DONCASTER,54,33,1494524.0,423699.0
B,purposes,56.0,DONCASTER,75,42,1489504.0,418691.0
B,recreation,56.0,DONCASTER,54,44,,
B,relief,56.0,DONCASTER,102,75,1505877.0,427769.0
B,relieve,56.0,DONCASTER,52,46,,
B,relieving,56.0,DONCASTER,5,5,44322.23561643836,34894.13698630137
B,safeguard,56.0,DONCASTER,4,4,,
B,see,56.0,DONCASTER,29,29,1489504.0,418691.0
B,support,56.0,DONCASTER,63,50,1489504.0,418691.0
B,towards,56.0,DONCASTER,5,5,85642.23561643835,62648.13698630137
B,trustees,56.0,DONCASTER,43,35,,
B,work,56.0,DONCASTER,28,25,1489504.0,418691.0
B,advance,57.0,ROTHERHAM,128,100,,
B,advancement,57.0,ROTHERHAM,53,45,,
B,apply,57.0,ROTHERHAM,5,5,,
B,assist,57.0,ROTHERHAM,34,30,,
B,benefit,57.0,ROTHERHAM,164,106,132322.23561643835,189894.13698630137
B,charitable,57.0,ROTHERHAM,136,71,1577504.0,573691.0
B,charitys,57.0,ROTHERHAM,7,7,,
B,educate,57.0,ROTHERHAM,16,16,,
B,education,57.0,ROTHERHAM,213,156,104373.0,164078.0
B,enable,57.0,ROTHERHAM,23,23,,
B,enhance,57.0,ROTHERHAM,13,13,,
B,establish,57.0,ROTHERHAM,3,3,,
B,general,57.0,ROTHERHAM,33,23,88000.0,155000.0
B,help,57.0,ROTHERHAM,24,23,,
B,improve,57.0,ROTHERHAM,24,23,,
B,income,57.0,ROTHERHAM,18,8,,
B,instruction,57.0,ROTHERHAM,4,4,,
B,main,57.0,ROTHERHAM,11,11,,
B,maintenance,57.0,ROTHERHAM,19,16,44322.23561643836,34894.13698630137
B,object,57.0,ROTHERHAM,32,26,0.0,0.0
B,objects,57.0,ROTHERHAM,55,36,0.0,0.0
B,poor,57.0,ROTHERHAM,27,17,16373.0,9078.0
B,preservation,57.0,ROTHERHAM,22,20,,
B,preserve,57.0,ROTHERHAM,14,14,,
B,prevention,57.0,ROTHERHAM,16,15,,
B,promote,57.0,ROTHERHAM,82,65,,
B,promoting,57.0,ROTHERHAM,21,19,1577504.0,573691.0
B,promotion,57.0,ROTHERHAM,41,32,1489504.0,418691.0
B,provide,57.0,ROTHERHAM,71,59,,
B,providing,57.0,ROTHERHAM,55,47,44019.0,123961.0
B,provision,57.0,ROTHERHAM,118,81,1505877.0,427769.0
B,public,57.0,ROTHERHAM,151,94,0.0,0.0
B,purpose,57.0,ROTHERHAM,80,33,1621523.0,697652.0
B,purposes,57.0,ROTHERHAM,109,46,1577504.0,573691.0
B,recreation,57.0,ROTHERHAM,50,43,,
B,relief,57.0,ROTHERHAM,82,61,1505877.0,427769.0
B,relieve,57.0,ROTHERHAM,51,47,,
B,relieving,57.0,ROTHERHAM,9,9,44322.23561643836,34894.13698630137
B,safeguard,57.0,ROTHERHAM,4,4,,
B,see,57.0,ROTHERHAM,18,17,1577504.0,573691.0
B,support,57.0,ROTHERHAM,60,49,1489504.0,418691.0
B,towards,57.0,ROTHERHAM,9,9,44322.23561643836,34894.13698630137
B,trustees,57.0,ROTHERHAM,33,25,,
B,work,57.0,ROTHERHAM,22,19,1489504.0,418691.0
B,advance,58.0,SHEFFIELD CITY,276,222,3723.0,3303.0
B,advancement,58.0,SHEFFIELD CITY,99,94,,
B,apply,58.0,SHEFFIELD CITY,13,11,,
B,assist,58.0,SHEFFIELD CITY,53,45,0.0,0.0
B,benefit,58.0,SHEFFIELD CITY,306,223,228319.5369863014,148296.66575342466
B,charitable,58.0,SHEFFIELD CITY,199,154,705.0630136986301,997.2602739726027
B,charitys,58.0,SHEFFIELD CITY,12,11,0.0,0.0
B,distribution,58.0,SHEFFIELD CITY,7,7,,
B,educate,58.0,SHEFFIELD CITY,21,21,,
B,education,58.0,SHEFFIELD CITY,426,311,36597.0,9078.0
B,enable,58.0,SHEFFIELD CITY,33,33,,
B,enhance,58.0,SHEFFIELD CITY,19,19,,
B,establish,58.0,SHEFFIELD CITY,17,17,,
B,general,58.0,SHEFFIELD CITY,32,28,164795.26575342467,158817.68767123288
B,help,58.0,SHEFFIELD CITY,41,38,3670231.9452054794,3361449.2493150686
B,improve,58.0,SHEFFIELD CITY,34,32,20224.0,0.0
B,income,58.0,SHEFFIELD CITY,29,23,9105.983561643836,9321.391780821918
B,instruction,58.0,SHEFFIELD CITY,6,6,,
B,main,58.0,SHEFFIELD CITY,8,8,,
B,maintenance,58.0,SHEFFIELD CITY,30,25,420232.83013698633,406597.87397260277
B,object,58.0,SHEFFIELD CITY,72,64,293863.0,323196.0
B,objects,58.0,SHEFFIELD CITY,104,75,3723.0,3303.0
B,pay,58.0,SHEFFIELD CITY,3,3,,
B,payment,58.0,SHEFFIELD CITY,6,6,82047.59452054795,48507.736986301374
B,poor,58.0,SHEFFIELD CITY,59,43,99125.65753424658,58582.99726027398
B,preservation,58.0,SHEFFIELD CITY,29,27,,
B,preserve,58.0,SHEFFIELD CITY,24,24,,
B,prevention,58.0,SHEFFIELD CITY,35,28,,
B,promote,58.0,SHEFFIELD CITY,170,147,0.0,0.0
B,promoting,58.0,SHEFFIELD CITY,38,33,,
B,promotion,58.0,SHEFFIELD CITY,62,53,,
B,provide,58.0,SHEFFIELD CITY,163,140,3670231.9452054794,3361449.2493150686
B,providing,58.0,SHEFFIELD CITY,108,93,9105.983561643836,9321.391780821918
B,provision,58.0,SHEFFIELD CITY,223,164,3980467.9452054794,3693723.2493150686
B,public,58.0,SHEFFIELD CITY,281,168,1445034.6684931507,1619908.6767123288
B,purpose,58.0,SHEFFIELD CITY,80,55,293863.0,323196.0
B,purposes,58.0,SHEFFIELD CITY,118,89,82747.67123287672,110309.95068493151
B,recreation,58.0,SHEFFIELD CITY,93,87,293863.0,323196.0
B,relief,58.0,SHEFFIELD CITY,148,126,16373.0,9078.0
B,relieve,58.0,SHEFFIELD CITY,111,106,1147448.6684931507,1293409.6767123288
B,relieving,58.0,SHEFFIELD CITY,14,13,44322.23561643836,34894.13698630137
B,safeguard,58.0,SHEFFIELD CITY,5,5,,
B,see,58.0,SHEFFIELD CITY,35,34,,
B,support,58.0,SHEFFIELD CITY,96,81,77297.64383561644,60594.531506849315
B,towards,58.0,SHEFFIELD CITY,18,18,126369.8301369863,83401.87397260274
B,trustees,58.0,SHEFFIELD CITY,68,54,0.0,0.0
B,work,58.0,SHEFFIELD CITY,54,51,3670231.9452054794,3361449.2493150686
B,advance,59.0,GATESHEAD,146,120,16604.383561643837,14822.279452054794
B,advancement,59.0,GATESHEAD,64,57,,
B,apply,59.0,GATESHEAD,7,7,,
B,assist,59.0,GATESHEAD,42,37,,
B,benefit,59.0,GATESHEAD,191,135,175865.3095890411,161769.9589041096
B,charitable,59.0,GATESHEAD,129,104,834927.0,1209323.0
B,charitys,59.0,GATESHEAD,11,11,,
B,educate,59.0,GATESHEAD,13,13,,
B,education,59.0,GATESHEAD,255,191,6718.0,6327.0
B,enable,59.0,GATESHEAD,27,26,,
B,enhance,59.0,GATESHEAD,28,28,,
B,establish,59.0,GATESHEAD,13,13,,
B,general,59.0,GATESHEAD,29,23,,
B,help,59.0,GATESHEAD,21,19,,
B,improve,59.0,GATESHEAD,32,31,,
B,income,59.0,GATESHEAD,12,12,,
B,instruction,59.0,GATESHEAD,3,3,,
B,maintenance,59.0,GATESHEAD,24,22,,
B,object,59.0,GATESHEAD,45,43,6718.0,6327.0
B,objects,59.0,GATESHEAD,75,53,,
B,pay,59.0,GATESHEAD,4,4,,
B,per,59.0,GATESHEAD,3,3,,
B,poor,59.0,GATESHEAD,24,11,,
B,preservation,59.0,GATESHEAD,11,9,,
B,preserve,59.0,GATESHEAD,12,12,2729962.0,2335330.0
B,prevention,59.0,GATESHEAD,13,12,,
B,promote,59.0,GATESHEAD,108,89,16604.383561643837,14822.279452054794
B,promoting,59.0,GATESHEAD,25,25,,
B,promotion,59.0,GATESHEAD,35,32,,
B,provide,59.0,GATESHEAD,102,90,36768.98630136986,9329.369863013699
B,providing,59.0,GATESHEAD,77,58,,
B,provision,59.0,GATESHEAD,132,107,273442.2410958904,258303.75616438358
B,public,59.0,GATESHEAD,158,101,6718.0,6327.0
B,purchase,59.0,GATESHEAD,4,4,66963.03561643836,69245.76438356165
B,purpose,59.0,GATESHEAD,18,17,828209.0,1202996.0
B,purposes,59.0,GATESHEAD,74,68,834927.0,1209323.0
B,recreation,59.0,GATESHEAD,57,55,,
B,relief,59.0,GATESHEAD,95,86,340061.0,518445.0
B,relieve,59.0,GATESHEAD,53,49,,
B,relieving,59.0,GATESHEAD,9,9,,
B,see,59.0,GATESHEAD,21,21,,
B,support,59.0,GATESHEAD,70,61,,
B,towards,59.0,GATESHEAD,14,13,,
B,trustees,59.0,GATESHEAD,58,52,,
B,work,59.0,GATESHEAD,16,16,,
B,advance,60.0,NEWCASTLE UPON TYNE CITY,224,180,40656.54794520548,41187.26301369863
B,advancement,60.0,NEWCASTLE UPON TYNE CITY,74,70,3009844.197260274,2560099.7589041097
B,apply,60.0,NEWCASTLE UPON TYNE CITY,12,12,23678.94794520548,69394.35616438356
B,assist,60.0,NEWCASTLE UPON TYNE CITY,50,46,11286.0,5827.0
B,benefit,60.0,NEWCASTLE UPON TYNE CITY,252,190,256068.21369863016,224957.7808219178
B,charitable,60.0,NEWCASTLE UPON TYNE CITY,153,124,834927.0,1209323.0
B,charitys,60.0,NEWCASTLE UPON TYNE CITY,12,12,,
B,distribution,60.0,NEWCASTLE UPON TYNE CITY,3,3,23678.94794520548,69394.35616438356
B,educate,60.0,NEWCASTLE UPON TYNE CITY,25,25,,
B,education,60.0,NEWCASTLE UPON TYNE CITY,326,247,3057218.7452054797,2607614.0219178083
B,enable,60.0,NEWCASTLE UPON TYNE CITY,40,39,,
B,enhance,60.0,NEWCASTLE UPON TYNE CITY,17,17,,
B,establish,60.0,NEWCASTLE UPON TYNE CITY,20,20,,
B,general,60.0,NEWCASTLE UPON TYNE CITY,27,26,57611.72602739726,42297.797260273976
B,help,60.0,NEWCASTLE UPON TYNE CITY,34,32,3699602.493150685,3396809.512328767
B,improve,60.0,NEWCASTLE UPON TYNE CITY,48,46,,
B,income,60.0,NEWCASTLE UPON TYNE CITY,18,16,2711.550684931507,14958.90410958904
B,instruction,60.0,NEWCASTLE UPON TYNE CITY,7,7,,
B,main,60.0,NEWCASTLE UPON TYNE CITY,9,9,,
B,maintenance,60.0,NEWCASTLE UPON TYNE CITY,24,22,3009844.197260274,2560099.7589041097
B,object,60.0,NEWCASTLE UPON TYNE CITY,65,63,18004.0,12154.0
B,objects,60.0,NEWCASTLE UPON TYNE CITY,86,64,11286.0,5827.0
B,pay,60.0,NEWCASTLE UPON TYNE CITY,5,5,23678.94794520548,69394.35616438356
B,poor,60.0,NEWCASTLE UPON TYNE CITY,16,15,,
B,preservation,60.0,NEWCASTLE UPON TYNE CITY,16,14,,
B,preserve,60.0,NEWCASTLE UPON TYNE CITY,14,14,2729962.0,2335330.0
B,prevention,60.0,NEWCASTLE UPON TYNE CITY,18,17,,
B,promote,60.0,NEWCASTLE UPON TYNE CITY,154,125,29370.54794520548,35360.26301369863
B,promoting,60.0,NEWCASTLE UPON TYNE CITY,30,30,,
B,promotion,60.0,NEWCASTLE UPON TYNE CITY,50,46,3009844.197260274,2560099.7589041097
B,provide,60.0,NEWCASTLE UPON TYNE CITY,121,104,6728131.128767123,5936705.3780821925
B,providing,60.0,NEWCASTLE UPON TYNE CITY,88,68,11286.0,5827.0
B,provision,60.0,NEWCASTLE UPON TYNE CITY,191,150,3755198.9808219178,3442849.01369863
B,public,60.0,NEWCASTLE UPON TYNE CITY,249,147,36088.54794520548,41687.26301369863
B,purchase,60.0,NEWCASTLE UPON TYNE CITY,4,4,66963.03561643836,69245.76438356165
B,purpose,60.0,NEWCASTLE UPON TYNE CITY,35,33,3838053.197260274,3763095.7589041097
B,purposes,60.0,NEWCASTLE UPON TYNE CITY,90,80,892538.7260273972,1251620.797260274
B,recreation,60.0,NEWCASTLE UPON TYNE CITY,81,77,11286.0,5827.0
B,relief,60.0,NEWCASTLE UPON TYNE CITY,113,104,380717.5479452055,559632.2630136986
B,relieve,60.0,NEWCASTLE UPON TYNE CITY,58,53,,
B,relieving,60.0,NEWCASTLE UPON TYNE CITY,13,13,11286.0,5827.0
B,see,60.0,NEWCASTLE UPON TYNE CITY,27,26,2489328.0,2341098.0
B,support,60.0,NEWCASTLE UPON TYNE CITY,84,73,40656.54794520548,41187.26301369863
B,towards,60.0,NEWCASTLE UPON TYNE CITY,26,25,2711.550684931507,14958.90410958904
B,trustees,60.0,NEWCASTLE UPON TYNE CITY,75,64,39546.35616438356,22000.55890410959
B,work,60.0,NEWCASTLE UPON TYNE CITY,23,23,3670231.9452054794,3361449.2493150686
B,advance,61.0,NORTH TYNESIDE,149,125,112539.0,96449.0
B,advancement,61.0,NORTH TYNESIDE,50,47,4000.0,4000.0
B,apply,61.0,NORTH TYNESIDE,8,8,,
B,assist,61.0,NORTH TYNESIDE,35,31,11286.0,5827.0
B,benefit,61.0,NORTH TYNESIDE,175,130,281790.02465753426,251994.67671232877
B,charitable,61.0,NORTH TYNESIDE,124,98,2229224.0,1840849.0
B,charitys,61.0,NORTH TYNESIDE,8,8,,
B,educate,61.0,NORTH TYNESIDE,18,18,0.0,0.0
B,education,61.0,NORTH TYNESIDE,229,176,116539.0,100449.0
B,enable,61.0,NORTH TYNESIDE,38,37,,
B,enhance,61.0,NORTH TYNESIDE,12,12,,
B,establish,61.0,NORTH TYNESIDE,11,11,101253.0,90622.0
B,general,61.0,NORTH TYNESIDE,26,25,103.71506849315068,102.71780821917808
B,help,61.0,NORTH TYNESIDE,16,15,,
B,improve,61.0,NORTH TYNESIDE,41,40,0.0,0.0
B,income,61.0,NORTH TYNESIDE,12,12,,
B,instruction,61.0,NORTH TYNESIDE,4,4,,
B,main,61.0,NORTH TYNESIDE,13,13,,
B,maintenance,61.0,NORTH TYNESIDE,17,15,101253.0,90622.0
B,object,61.0,NORTH TYNESIDE,40,38,112539.0,96449.0
B,objects,61.0,NORTH TYNESIDE,55,42,112539.0,96449.0
B,pay,61.0,NORTH TYNESIDE,5,5,,
B,poor,61.0,NORTH TYNESIDE,16,11,186.48767123287672,186.48767123287672
B,preservation,61.0,NORTH TYNESIDE,10,8,,
B,preserve,61.0,NORTH TYNESIDE,11,11,2729962.0,2335330.0
